budget,release_date,revenue,title,Vote_Average
30000000,1926,9898412,Very Bad Things,100
0,1926,0,Sleepover,100
10000000,1927,8801940,Body Double,100
10000000,1927,6110000,MacGruber,100
0,1927,0,Dirty Pretty Things,100
6000000,1927,32438988,Movie 43,100
10000000,1927,0,Over Her Dead Body,100
10000000,1927,9636289,Seeking a Friend for the End of the World,100
0,1927,6861102,Cedar Rapids,100
20000000,1928,23875127,American History X,100
0,1928,6842058,The Collection,100
10000000,1928,0,Teacher's Pet,100
18000000,1928,9495408,The Red Violin,100
10000000,1928,0,The Straight Story,100
0,1928,0,Deuces Wild,100
9500000,1928,7800000,Bad Words,100
10000000,1928,33000000,"Run, Fatboy, Run",100
10000000,1928,2154696,Heartbeeps,100
9000000,1929,21571189,Black or White,100
0,1929,0,On the Line,100
10000000,1930,7177143,Rescue Dawn,100
10000000,1930,10835752,Danny Collins,100
10000000,1930,4417580,"Jeff, Who Lives at Home",100
0,1930,0,I Am Love,100
0,1930,0,Atlas Shrugged Part II,100
11500000,1930,3275585,Romeo Is Bleeding,100
10000000,1930,3193102,The Limey,100
6500000,1930,98410061,Crash,100
10000000,1930,5164404,The House of Mirth,100
0,1930,0,Malone,100
0,1930,0,Peaceful Warrior,100
10000000,1930,0,Bucky Larson: Born to Be a Star,100
0,1930,0,Bamboozled,100
10000000,1930,40055439,The Forest,100
14000000,1930,439564,Sphinx,100
10000000,1930,7587485,While We're Young,100
10000000,1930,1759252,A Better Life,100
0,1930,0,Spider,100
10000000,1930,1631839,Gun Shy,100
0,1930,0,Nicholas Nickleby,100
20000000,1930,1969193,The Iceman,100
0,1930,0,Krrish,100
10000000,1930,0,Cecil B. Demented,100
10000000,1931,3665069,Killer Joe,100
10000000,1932,7022728,The Joneses,100
0,1932,0,Owning Mahowny,100
0,1934,0,The Brothers Solomon,100
10000000,1934,21786738,My Blueberry Nights,100
0,1935,0,Illuminata,100
10000000,1935,598645,Swept Away,100
5000000,1936,1296184,"War, Inc.",100
0,1936,42776760,Shaolin Soccer,100
10000000,1936,0,The Brown Bunny,100
0,1936,0,The Swindle,100
0,1937,0,Rosewater,100
0,1937,0,The Chambermaid on the Titanic,100
7700000,1937,1072602,Coriolanus,100
10000000,1937,0,Imaginary Heroes,100
0,1938,0,High Heels and Low Lifes,100
10000000,1939,295750,World's Greatest Dad,100
0,1939,0,Severance,100
10000000,1940,0,Edmond,100
0,1940,42145,Welcome to the Rileys,100
0,1940,126247,Police Academy: Mission to Moscow,100
0,1940,0,Blood Done Sign My Name,100
10000000,1940,0,Cinco de Mayo: La Batalla,100
10000000,1940,0,Elsa & Fred,100
10000000,1940,45779,"An Alan Smithee Film: Burn, Hollywood, Burn",100
0,1940,0,The Open Road,100
3200000,1940,0,The Good Guy,100
0,1940,0,Motherhood,100
0,1940,140987,Free Style,100
10000000,1940,17472,Strangerland,100
10000000,1941,9069,Janky Promoters,100
10000000,1941,0,Blonde Ambition,100
14100000,1945,0,The Oxford Murders,100
0,1945,0,The Reef,100
0,1947,0,Eulogy,100
0,1949,0,White Noise 2: The Light,100
10000000,1950,0,Beat the World,100
0,1950,0,Fifty Dead Men Walking,100
0,1950,0,Jungle Shuffle,100
10000000,1950,0,Adam Resurrected,100
10,1950,11,Of Horses and Men,100
0,1950,0,It's a Wonderful Afterlife,100
10000000,1951,0,The Devil's Tomb,100
0,1951,0,Partition,100
0,1951,0,Good Intentions,100
10000000,1951,0,"The Good, The Bad, The Weird",100
10,1953,10000000,Nurse 3-D,100
10000000,1954,0,Gunless,100
9500000,1956,17164377,Adventureland,100
9600000,1956,4386236,The Lost City,100
11000000,1960,59827328,Next Friday,100
10000000,1960,0,American Heist,100
9500000,1960,111584787,You Only Live Twice,100
10,1965,0,Plastic,100
8900000,1965,19839492,Amour,100
10500000,1965,14144000,Poltergeist III,100
9500000,1965,0,Re-Kill,100
9400000,1970,60000000,"It's a Mad, Mad, Mad, Mad World",100
12899867,1970,85582407,Volver,100
9300000,1970,0,Heavy Metal,100
10000000,1970,0,Gentlemen Broncos,100
0,1970,0,Richard III,100
10000000,1976,0,Into the Grizzly Maze,100
0,1980,0,Kites,100
7400000,1989,21817298,Melancholia,100
0,1989,0,Red Dog,100
0,1989,0,Jab Tak Hai Jaan,100
11000000,1989,104931801,Alien,100
85000,1989,30859000,The Texas Chain Saw Massacre,100
10000000,1989,2995811,The Runaways,100
9000000,1989,83304330,Fiddler on the Roof,100
5500000,1989,141195658,Thunderball,100
10000000,1989,0,Detention,100
7000000,1989,8220215,Loose Cannons,100
9000000,1990,41590886,Set It Off,100
9000000,1993,34573780,The Best Man,100
9000000,2004,44196684,Child's Play,100
9000000,2004,24538513,Sicko,100
9000000,2009,108782847,The Purge: Anarchy,100
9000000,2013,0,Down to You,100
9000000,2014,23936908,Harold & Kumar Go to White Castle,100
9000000,1900,39723096,Memento,100
5000000,1900,44030246,Oculus,100
5000000,1900,26888376,Clerks II,100
5000000,1900,110000000,Billy Elliot,100
4600000,1901,23198652,The Way Way Back,100
0,1901,0,House Party 2,100
3500000,1901,20659423,The Man from Snowy River,100
0,1901,0,Doug's 1st Movie,100
5000000,1901,0,The Apostle,100
0,1901,0,Mommie Dearest,100
10000000,1901,17273593,Our Idiot Brother,100
5000000,1901,24804129,Race,100
0,1901,0,The Players Club,100
5000000,1901,40100000,"As Above, So Below",100
0,1901,0,Addicted,100
0,1901,0,Eve's Bayou,100
5000000,1901,43884652,Still Alice,100
5000000,1905,15000000,The Egyptian,100
5000000,1910,19905359,Nighthawks,100
5000000,1910,14000000,Friday the 13th Part VIII: Jason Takes Manhattan,100
5000000,1910,368744044,My Big Fat Greek Wedding,100
5000000,1910,31724284,Spring Breakers,100
5000000,1910,15116634,Halloween: The Curse of Michael Myers,100
5000000,1910,33616692,Y Tu Mamá También,100
4000000,1910,30039392,Shaun of the Dead,100
0,1910,0,The Haunting of Molly Hartley,100
5000000,1910,13269963,Lone Star,100
5000000,1910,17768757,Halloween 4: The Return of Michael Myers,100
5000000,1910,0,April Fool's Day,100
0,1910,0,Diner,100
5000000,1911,12232628,Lone Wolf McQuade,100
5000000,1913,25562924,Apollo 18,100
5000000,1914,16174377,Sunshine Cleaning,100
5000000,1914,54418872,No Escape,100
0,1914,14056528,The Beastmaster,100
5000000,1915,12200000,Solomon and Sheba,100
20000000,1915,21164799,Fifty Shades of Black,100
0,1915,0,Not Easily Broken,100
4,1915,25,A Farewell to Arms,100
0,1915,0,The Perfect Match,100
5500000,1915,0,Digimon: The Movie,100
0,1915,0,Saved!,100
8000000,1915,3432342,The Barbarian Invasions,100
0,1916,0,Robin and Marian,100
5000000,1916,0,The Forsaken,100
5000000,1917,7230000,Force 10 from Navarone,100
5000000,1917,0,UHF,100
0,1917,6538177,Grandma's Boy,100
5000000,1918,0,Slums of Beverly Hills,100
5000000,1920,5321508,Once Upon a Time in the West,100
5000000,1920,5476060,Made,100
5000000,1920,9760104,Moon,100
0,1920,0,Keeping Up with the Steins,100
5000000,1920,4074023,Sea Rex 3D: Journey to a Prehistoric World,100
5000000,1920,3263585,The Sweet Hereafter,100
4000000,1920,41424067,Of Gods and Men,100
5000000,1920,4040588,Bottle Shock,100
0,1920,0,Jekyll and Hyde ... Together Again,100
5000000,1920,3049135,Heavenly Creatures,100
5000000,1920,4842699,90 Minutes in Heaven,100
5000000,1920,2614773,Everything Must Go,100
5000000,1920,1980338,Zero Effect,100
5000000,1920,8203235,The Machinist,100
5000000,1920,0,Light Sleeper,100
5000000,1920,2450846,Kill the Messenger,100
5000000,1920,5129058,Rabbit Hole,100
5000000,1920,742898,Party Monster,100
5000000,1920,3220371,Green Room,100
5000000,1920,0,The Oh in Ohio,100
5000000,1920,846704,Atlas Shrugged Part III: Who is John Galt?,100
7000000,1920,560069,Bottle Rocket,100
6000000,1920,0,Albino Alligator,100
0,1920,0,"Gandhi, My Father",100
0,1920,0,Standard Operating Procedure,100
0,1920,0,Out of the Blue,100
5000000,1920,5476793,Tucker and Dale vs Evil,100
0,1920,0,"Lovely, Still",100
0,1920,0,Tycoon,100
0,1920,0,Desert Blue,100
5000000,1920,0,Decoys,100
5000000,1920,98450062,The Visit,100
5000000,1920,782102,Redacted,100
0,1920,0,Fascination,100
5000000,1920,0,Area 51,100
5000000,1920,0,Sleep Tight,100
0,1920,0,The Cottage,100
0,1920,0,Dead Like Me: Life After Death,100
0,1921,0,Farce of the Penguins,100
0,1922,0,Flying By,100
5000000,1922,0,Rudderless,100
5000000,1922,0,Henry & Me,100
0,1923,0,Christmas Eve,100
0,1923,0,We Have Your Husband,100
15000000,1924,0,Dying of the Light,100
0,1924,0,Born Of War,100
5000000,1924,0,Capricorn One,100
0,1925,0,Should've Been Romeo,100
0,1925,0,Running Forever,100
5000000,1925,0,Yoga Hosers,100
0,1925,0,Navy Seals vs. Zombies,100
0,1925,0,I Served the King of England,100
5000000,1925,17872796,Soul Kitchen,100
1000000,1925,24475416,Sling Blade,100
4798235,1925,209696,The Awakening,100
4800000,1925,80578934,Hostel,100
0,1925,0,A Cock and Bull Story,100
5000000,1925,3099314,Take Shelter,100
0,1925,0,Lady in White,100
0,1925,0,Driving Lessons,100
5000000,1925,0,Let's Kill Ward's Wife,100
4700000,1925,8025872,The Texas Chainsaw Massacre 2,100
4638783,1925,11000000,Pat Garrett & Billy the Kid,100
4800000,1925,10337387,Only God Forgives,100
0,1925,0,Camping Sauvage,100
4,1925,0,Without Men,100
0,1925,0,Dear Frankie,100
0,1925,0,All Hat,100
4600000,1925,0,The Names of Love,100
4700000,1925,0,Treading Water,100
4600000,1925,0,Savage Grace,100
0,1925,0,Out of the Blue,100
4500000,1925,146198896,Police Academy,100
4500000,1925,58853106,The Blue Lagoon,100
6000000,1925,254700832,Four Weddings and a Funeral,100
4500000,1925,27092880,Fast Times at Ridgemont High,100
4500000,1925,10400000,Moby Dick,100
15000000,1925,13060843,25th Hour,100
4500000,1925,7011317,Bound,100
4500000,1925,7390108,Requiem for a Dream,100
0,1925,0,State Fair,100
0,1925,0,Tango,100
4500000,1925,0,Salvador,100
5000000,1925,10429707,Moms' Night Out,100
6000000,1925,1270522,Donnie Darko,100
0,1925,0,Saving Private Perez,100
4500000,1925,0,Character,100
2000000,1925,0,Spun,100
4500000,1925,744816,Life During Wartime,100
0,1925,23803308,Sympathy for Lady Vengeance,100
0,1925,0,Mozart's Sister,100
0,1925,0,Mean Machine,100
4500000,1925,0,Exiled,100
0,1925,623528,Blackthorn,100
0,1925,0,Lilya 4-ever,100
4500000,1925,3606395,After.Life,100
0,1925,0,Fugly,100
3000000,1925,108981275,One Flew Over the Cuckoo's Nest,100
4400000,1925,0,R.L. Stine's Monsterville: The Cabinet of Souls,100
0,1925,0,Silent Movie,100
4500000,1925,32000000,Airlift,100
0,1925,0,Anne of Green Gables,100
0,1926,0,Falcon Rising,100
3730500,1926,6294161,The Sweeney,100
5000000,1926,0,Sexy Beast,100
0,1926,0,Easy Money,100
8000000,1926,41400000,Whale Rider,100
3250000,1926,0,Paa,100
0,1926,0,Cargo,100
4200000,1926,0,High School Musical,100
0,1926,0,Love and Death on Long Island,100
4200000,1926,32000000,Night Watch,100
3705538,1926,62548947,The Crying Game,100
4000000,1926,125728258,Porky's,100
4000000,1926,0,Survival of the Dead,100
114000,1927,30000000,Night of the Living Dead,100
4000000,1927,119723856,Lost in Translation,100
4000000,1927,38251425,Annie Hall,100
4000000,1927,36000000,The Greatest Show on Earth,100
4000000,1927,44909486,Monster's Ball,100
4000000,1927,187112,Maggie,100
3600000,1927,49800000,Leaving Las Vegas,100
4500000,1928,0,Hansel and Gretel Get Baked,100
4000000,1928,0,The Front Page,100
4000000,1928,52425855,The Boy Next Door,100
4000000,1928,14400000,Trapeze,100
3500000,1928,34705850,The Kids Are All Right,100
4000000,1928,13008928,They Live,100
4000000,1928,11744471,The Great Escape,100
0,1928,10000000,What the #$*! Do We (K)now!?,100
5000000,1928,15179302,The Last Exorcism Part II,100
4000000,1929,44349000,Boyhood,100
4000000,1929,31584901,Scoop,100
7000000,1930,10229331,The Wash,100
6000000,1930,9000000,3 Strikes,100
32000000,1930,0,The Cooler,100
4000000,1930,8200000,The Misfits,100
0,1930,0,The Night Listener,100
0,1930,0,The Jerky Boys,100
0,1930,44000000,The Orphanage,100
0,1930,0,A Haunted House 2,100
4000000,1930,0,The Rules of Attraction,100
4000000,1930,6000000,Topaz,100
4000000,1930,4630045,Let's Go to Prison,100
4000000,1930,4300000,Four Rooms,100
4000000,1930,9304609,Secretary,100
0,1930,0,The Real Cancun,100
4000000,1930,3468572,Talk Radio,100
0,1930,0,Waiting for Guffman,100
0,1930,0,Love Stinks,100
4000000,1930,2426851,You Kill Me,100
0,1930,1919197,Thumbsucker,100
4000000,1930,1104682,Red State,100
4000000,1930,866999,Mirrormask,100
4000000,1930,0,Samsara,100
0,1930,0,The Barbarians,100
0,1931,1406224,The Art of Getting By,100
0,1932,0,Zipper,100
0,1932,0,Poolhall Junkies,100
4000000,1934,0,The Loss of Sexual Innocence,100
0,1934,641100,Holy Motors,100
4000000,1935,2365467,Joe,100
3000000,1935,302204,Shooting Fish,100
1300000,1936,354704,Prison,100
1500000,1936,0,Psycho Beach Party,100
0,1936,0,The Big Tease,100
4000000,1936,0,"Guten Tag, Ramón",100
9500000,1937,120000,Trust,100
0,1937,0,An Everlasting Piece,100
0,1937,0,Among Giants,100
16000000,1937,318982,Adore,100
4000000,1938,0,The Velocity of Gary,100
4000000,1939,146402,Mondays in the Sun,100
650000,1939,33245,Stake Land,100
0,1940,0,The Last Time I Committed Suicide,100
0,1940,0,Futuro Beach,100
4000000,1940,355688,Another Happy Day,100
4000000,1940,25345000,A Lonely Place to Die,100
0,1940,0,Nothing,100
0,1940,4037782,The Geographer Drank His Globe Away,100
0,1940,0,1776,100
0,1940,0,Inescapable,100
3950000,1940,8000000,Hell's Angels,100
4000000,1940,0,Purple Violets,100
4000000,1940,0,The Veil,100
0,1940,0,The Loved Ones,100
4000000,1941,0,The Helpers,100
4000000,1941,0,How to Fall in Love,100
0,1945,0,The Perfect Wave,100
3900000,1945,28350000,A Man for All Seasons,100
3800000,1947,23689877,Network,100
4000000,1949,400176459,Gone with the Wind,100
0,1950,0,Desert Dancer,100
3800000,1950,14873,Major Dundee,100
3768785,1950,8000000,Annie Get Your Gun,100
967686,1950,4270000,Four Lions,100
0,1950,0,The House of Sand,100
3500000,1950,44462,Defendor,100
3700000,1951,2956000,The Pirate,100
3800000,1951,0,The Good Heart,100
4000000,1951,13401952,The History Boys,100
3600000,1951,44785053,Midnight Cowboy,100
3500000,1953,257850122,The Full Monty,100
3500000,1954,83453539,Airplane!,100
5000000,1956,0,Chain of Command,100
3500000,1956,28215918,Friday,100
3500000,1960,27900000,Menace II Society,100
3500000,1960,14000000,Creepshow 2,100
3716946,1960,5000000,The Ballad of Cable Hogue,100
3500000,1965,13007551,In Cold Blood,100
3500000,1965,12800000,The Nun's Story,100
3500000,1965,12000000,Harper,100
3500000,1965,12600000,Frenzy,100
3500000,1970,40423945,The Witch,100
0,1970,0,I Got the Hook Up,100
3500000,1970,9482579,She's the One,100
10000000,1970,6451628,Gods and Monsters,100
2000000,1970,33965843,The Secret in Their Eyes,100
0,1976,0,Train,100
3600000,1980,5923044,Evil Dead II,100
0,1989,0,Pootie Tang,100
1000000,1989,0,Sharknado,100
0,1989,0,The Other Conquest,100
3500000,1989,4159678,Troll Hunter,100
0,1989,0,Ira & Abby,100
3500000,1989,113783,Winter Passing,100
3500000,1989,0,D.E.B.S.,100
0,1989,0,The Masked Saint,100
3500000,1989,0,The Betrayed,100
0,1989,0,Taxman,100
0,1990,0,The Secret,100
3500000,1993,0,2:13,100
3500000,2004,0,"Batman: The Dark Knight Returns, Part 2",100
3500000,2004,0,Time to Choose,100
3500000,2009,0,In the Name of the King III,100
3500000,2013,0,Wicked Blood,100
0,2014,0,Stranded,100
1400000,1900,0,The Holy Girl,100
1455000,1900,2620000,Shalako,100
1,1900,0,Incident at Loch Ness,100
2000000,1900,0,The Dog Lover,100
3150000,1901,0,GirlHouse,100
0,1901,0,The Blue Room,100
0,1901,0,House at the End of the Drive,100
1377800,1901,0,Batman,100
1350000,1901,3897569,"Lock, Stock and Two Smoking Barrels",100
0,1901,0,The Ballad of Gregorio Cortez,100
1300000,1901,0,The Celebration,100
0,1901,0,Trees Lounge,100
1300000,1901,639000,Journey from the Fall,100
0,1901,619042,The Basket,100
0,1901,1632,Eddie: The Sleepwalking Cannibal,100
0,1901,0,Queen of the Mountains,100
0,1901,0,Def-Con 4,100
1000000,1905,0,The Hebrew Hammer,100
0,1910,0,Neal 'n' Nikki,100
0,1910,0,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,100
0,1910,0,Forget Me Not,100
1288000,1910,6000000,Rebecca,100
1250000,1910,21722776,Friday the 13th Part 2,100
1250000,1910,11000000,The Lost Weekend,100
1250000,1910,3412497,C.H.U.D.,100
0,1910,0,Filly Brown,100
15000000,1910,0,The Lion of Judah,100
1250000,1910,8500000,Niagara,100
1250000,1910,6000000,How Green Was My Valley,100
0,1910,0,Da Sweet Blood of Jesus,100
1200000,1911,0,"Sex, Lies, and Videotape",100
1200000,1913,103911669,Saw,100
3000000,1914,18492362,Super Troopers,100
1,1914,0,The Algerian,100
1300000,1914,0,The Amazing Catfish,100
0,1915,0,Monsoon Wedding,100
0,1915,0,You Can Count on Me,100
1200000,1915,7000000,The Trouble with Harry,100
0,1915,0,But I'm a Cheerleader,100
1200000,1915,2861020,Home Run,100
1200000,1915,14661007,Reservoir Dogs,100
0,1915,0,The Blue Bird,100
1200000,1915,6000000,"The Good, the Bad and the Ugly",100
0,1916,0,The Second Mother,100
1250000,1916,0,Blue Like Jazz,100
0,1917,0,Down & Out With The Dolls,100
900000,1917,25000,"Pink Ribbons, Inc.",100
1200000,1917,0,Certifiably Jonathan,100
1344000,1918,0,Desire,100
0,1920,0,The Blade of Don Juan,100
0,1920,0,Grand Theft Parsons,100
0,1920,0,Extreme Movie,100
1200000,1920,2736000,The Charge of the Light Brigade,100
0,1920,0,Below Zero,100
1200000,1920,0,Crowsnest,100
2600000,1920,2850263,Airborne,100
1200000,1920,0,Cotton Comes to Harlem,100
0,1920,0,The Wicked Within,100
0,1920,0,Bleeding Hearts,100
3000000,1920,18637690,Waiting...,100
0,1920,0,Dead Man's Shoes,100
1100000,1920,1400000,From a Whisper to a Scream,100
0,1920,0,Sex With Strangers,100
1596010,1920,0,Dracula: Pages from a Virgin's Diary,100
0,1920,0,Faith Like Potatoes,100
1100000,1920,0,Beyond the Black Rainbow,100
1100000,1920,4105187,The Raid,100
0,1920,0,The Dead Undead,100
0,1920,0,The Vatican Exorcisms,100
878000,1920,10462500,Casablanca,100
0,1920,0,Lake Mungo,100
1250000,1920,0,Rocket Singh: Salesman of the Year,100
1000000,1920,0,Silent Running,100
1000000,1920,117235147,Rocky,100
0,1920,0,The Sleepwalker,100
1000000,1920,37600000,Tom Jones,100
1000000,1920,62882090,Unfriended,100
1300000,1920,28262574,Taxi Driver,100
1000000,1920,17985893,The Howling,100
950000,1920,59600000,Dr. No,100
0,1920,18112929,Chernobyl Diaries,100
1000000,1920,14564027,Hellraiser,100
5000000,1920,23507567,God's Not Dead 2,100
1000000,1920,10047674,Cry_Wolf,100
1000000,1920,10037390,Godzilla 2000,100
3500000,1920,16566240,Blue Valentine,100
1000000,1920,13350369,Transamerica,100
1000000,1921,101758490,The Devil Inside,100
2090000,1922,40000000,Beyond the Valley of the Dolls,100
1000000,1922,9000000,Love Me Tender,100
1000000,1922,46243000,An Inconvenient Truth,100
1000000,1923,7800000,Sands of Iwo Jima,100
0,1923,0,Shine a Light,100
5000000,1924,6833445,The Green Inferno,100
0,1924,0,Departure,100
1000000,1924,9138338,The Sessions,100
0,1925,0,"Food, Inc.",100
0,1925,5355847,October Baby,100
0,1925,0,Next Stop Wonderland,100
0,1925,5284309,The Skeleton Twins,100
0,1925,3538446,Martha Marcy May Marlene,100
0,1925,3123963,Obvious Child,100
0,1925,0,Frozen River,100
1000000,1925,0,20 Feet from Stardom,100
1000000,1925,2057193,Two Girls and a Guy,100
0,1925,0,Walking and Talking,100
1000000,1925,1678874,Who Killed the Electric Car?,100
1000000,1925,1744858,The Broken Hearts Club: A Romantic Comedy,100
1000000,1925,0,Bubba Ho-tep,100
1,1925,0,Slam,100
1000000,1925,852206,Brigham City,100
1000000,1925,623791,Fiza,100
1000000,1925,0,Orgazmo,100
0,1925,0,All the Real Girls,100
0,1925,0,Dream with the Fishes,100
1000000,1925,464000,Blue Car,100
0,1925,0,Palo Alto,100
0,1925,0,Ajami,100
0,1925,0,Wristcutters: A Love Story,100
0,1925,336472,I Origins,100
1000000,1925,0,The Battle of Shaker Heights,100
1000000,1925,444575,The Act of Killing,100
1000000,1925,274661,Taxi to the Dark Side,100
1000000,1925,0,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,100
0,1925,0,Guiana 1838,100
0,1925,0,Lisa Picard Is Famous,100
1000000,1925,0,Antarctica: A Year on Ice,100
650000,1925,0,A LEGO Brickumentary,100
1000000,1925,0,Hardflip,100
0,1925,0,Chocolate: Deep Dark Secrets,100
0,1925,0,The House of the Devil,100
0,1925,14870,The Perfect Host,100
0,1925,0,Safe Men,100
1000000,1925,0,Speedway Junky,100
0,1925,0,The Last Big Thing,100
0,1925,0,The Specials,100
0,1925,0,16 to Life,100
1000000,1925,10018,Alone With Her,100
1000000,1925,0,Creative Control,100
1000000,1925,7202,Special,100
0,1925,0,Sparkler,100
0,1925,0,The Helix... Loaded,100
0,1925,0,In Her Line of Fire,100
0,1925,0,The Jimmy Show,100
1000000,1925,0,Heli,100
0,1925,0,Karachi se Lahore,100
900000,1925,0,Loving Annabelle,100
1000000,1925,0,Hits,100
0,1925,0,Jimmy and Judy,100
0,1925,0,Frat Party,100
0,1925,0,The Party's Over,100
0,1926,0,Proud,100
0,1926,0,The Poker House,100
0,1926,0,Childless,100
0,1926,0,ZMD: Zombies of Mass Destruction,100
1000000,1926,0,Snow White: A Deadly Summer,100
0,1926,0,Hidden Away,100
1000000,1926,0,My Last Day Without You,100
0,1926,0,Steppin: The Movie,100
1000000,1926,0,Doc Holliday's Revenge,100
0,1926,0,Black Rock,100
0,1926,0,Truth or Dare,100
0,1926,0,The Pet,100
1000000,1926,0,Bang Bang Baby,100
1,1927,0,Fear Clinic,100
0,1927,0,Zombie Hunter,100
0,1927,0,A Fine Step,100
950000,1927,814666,Charly,100
950000,1927,0,Banshee Chapter,100
950000,1927,0,Ask Me Anything,100
0,1927,0,And Then Came Love,100
913000,1928,0,Food Chains,100
910000,1928,9600000,On the Waterfront,100
930000,1928,30905,L!fe Happens,100
852510,1928,1185783,"4 Months, 3 Weeks and 2 Days",100
0,1928,0,The Horror Network Vol. 1,100
950000,1928,7022209,Hard Candy,100
900000,1928,381420,The Quiet,100
0,1928,0,Circumstance,100
0,1928,17385830,Fruitvale Station,100
0,1929,0,The Brass Teapot,100
858000,1929,267447150,Bambi,100
0,1930,0,The Hammer,100
850000,1930,819939,Latter Days,100
0,1930,0,Elza,100
1000000,1930,0,1982,100
850000,1930,1243961,"For a Good Time, Call...",100
0,1930,3094813,Celeste & Jesse Forever,100
0,1930,0,Time Changer,100
0,1930,0,London to Brighton,100
0,1930,0,American Hero,100
0,1930,0,Windsor Drive,100
800000,1930,0,A Separation,100
0,1930,0,Crying with Laughter,100
0,1930,0,Welcome to the Dollhouse,100
800000,1930,1001437,Ruby in Paradise,100
800000,1930,2816116,Raising Victor Vargas,100
0,1930,0,Pandora's Box,100
0,1930,0,Harrison Montgomery,100
0,1930,0,Live-In Maid,100
0,1930,0,Deterrence,100
800000,1930,62852,The Mudge Boy,100
0,1930,0,The Young Unknowns,100
0,1930,0,Not Cool,100
800000,1930,1984662,Dead Snow,100
780000,1931,0,Saints and Soldiers,100
0,1932,0,Vessel,100
777000,1932,140000000,American Graffiti,100
0,1934,0,Iraq for Sale: The War Profiteers,100
0,1934,0,Aqua Teen Hunger Force Colon Movie Film for Theaters,100
750000,1935,4007792,Safety Not Guaranteed,100
0,1935,0,Kevin Hart: Laugh at My Pain,100
500000,1936,171760,Kill List,100
750000,1936,78396,The Innkeepers,100
750000,1936,0,The Conformist,100
500000,1936,0,Interview with the Assassin,100
0,1937,0,Donkey Punch,100
750000,1937,0,All the Boys Love Mandy Lane,100
0,1937,0,Bled,100
730000,1937,8000000,High Noon,100
700000,1938,7830611,Hoop Dreams,100
0,1939,0,Rize,100
700000,1939,1667192,L.I.E.,100
0,1940,0,The Sisterhood of Night,100
0,1940,0,B-Girl,100
700000,1940,4911725,Half Nelson,100
700000,1940,10508,Naturally Native,100
0,1940,0,Hav Plenty,100
750000,1940,0,Adulterers,100
650,1940,0,Escape from Tomorrow,100
0,1940,0,Starsuckers,100
0,1940,0,The Hadza:  Last of the First,100
0,1940,0,After,100
625000,1940,0,Treachery,100
700000,1940,0,Walter,100
609000,1941,3202000,Top Hat,100
60000,1941,248000000,The Blair Witch Project,100
600000,1945,34505110,Woodstock,100
600000,1945,0,The Kentucky Fried Movie,100
0,1947,0,Mercy Streets,100
0,1949,0,Carousel of Revenge,100
0,1950,0,Broken Vessels,100
0,1950,0,Water & Power,100
522360,1950,0,They Will Have to Kill Us First,100
0,1950,0,Light from the Darkroom,100
0,1950,0,The Country Doctor,100
0,1950,0,The Maid's Room,100
560000,1951,12299668,A Hard Day's Night,100
56000,1951,0,The Harvest (La Cosecha),100
550000,1951,0,Love Letters,100
0,1951,0,Juliet and Alfa Romeo,100
500000,1953,33456317,Fireproof,100
550000,1954,0,Faith Connections,100
0,1956,0,Benji,100
130000,1956,54667954,Open Water,100
0,1960,0,High Road,100
500000,1960,17000000,Kingdom of the Spiders,100
0,1960,0,Mad Hot Ballroom,100
500000,1965,8679814,The Station Agent,100
0,1965,0,To Save A Life,100
0,1965,0,Wordplay,100
2053648,1965,500000,Beyond the Mat,100
0,1970,0,The Singles Ward,100
46000,1970,0,Osama,100
500000,1970,845188,Sholem Aleichem: Laughing In The Darkness,100
0,1970,0,Groove,100
0,1970,0,The R.M.,100
0,1976,0,Twin Falls Idaho,100
500000,1980,603943,Mean Creek,100
0,1989,0,Hurricane Streets,100
0,1989,0,Never Again,100
0,1989,0,Civil Brand,100
0,1989,0,Lonesome Jim,100
0,1989,343341,Drinking Buddies,100
500000,1989,0,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,100
2000000,1989,271841,Seven Samurai,100
0,1989,0,The Other Dream Team,100
500000,1989,0,Johnny Suede,100
0,1989,0,Finishing The Game,100
500000,1990,98017,Rubber,100
0,1993,0,Kiss the Bride,100
0,2004,0,The Slaughter Rule,100
500000,2004,4242978,Monsters,100
0,2009,0,The Californians,100
0,2013,0,The Living Wake,100
500000,2014,0,Detention of the Dead,100
80000000,1920,274470394,The Expendables,100.08
80000000,1949,457696359,Mission: Impossible,100.08
75000000,1950,691210692,The Hunger Games,100.08
40000000,1920,34227298,Victor Frankenstein,100.08
43000000,1949,80049764,Finding Forrester,100.08
43000000,1950,0,28 Days,100.08
56000000,1920,142044638,New Year's Eve,100.08
42000000,1949,35402320,Original Sin,100.08
26000000,1950,29657751,The Raven,100.08
16000000,1920,12,The Cookout,100.08
0,1949,0,Meteor,100.08
0,1950,0,Duets,100.08
9000000,1920,0,The Contender,100.08
26000000,1949,28780255,Boiler Room,100.08
40600000,1950,90400000,Trading Places,100.08
3440000,1920,0,Lords of London,100.08
3400000,1949,31063038,High Anxiety,100.08
8000000,1950,127392239,March of the Penguins,100.08
0,1920,0,Crazy Stone,100.08
0,1949,0,Scott Walker: 30 Century Man,100.08
500000,1950,0,Everything Put Together,100.08
